serial_number,zip_code,model_year,final_assembly_code,battery_assembly_code
00AA2307TJTYI5,95122,2023,00,AA
00CC2311BK0W3I,72525,2023,00,CC
00DD2304PD6YID,11080,2023,00,DD
11AA2301AKUJYO,21815,2023,11,AA
00DD2301OIZDR0,93976,2023,00,DD
00DD230304CM1G,12144,2023,00,DD
00DD2301XOMSNB,69068,2023,00,DD
00DD2304UZI97B,87323,2023,00,DD
00BB23125TBTE9,92408,2023,00,BB
00CC2309R33AQP,88793,2023,00,CC
00CC23059CCKDJ,06374,2023,00,CC
00DD2312ZTV2HI,87790,2023,00,DD
00DD2308ARVFMX,31992,2023,00,DD
00AA23043A4YBG,92672,2023,00,AA
00DD23086S691E,94560,2023,00,DD
00BB2306K9FMS6,46892,2023,00,BB
00DD2307Y0O7JW,80546,2023,00,DD
00BB23033AJ1EO,74158,2023,00,BB
11AA2308U3KOA7,37446,2023,11,AA
00AA2306DTX1M0,72941,2023,00,AA
00BB2312855QOK,76966,2023,00,BB
00AA2306AD11O1,00269,2023,00,AA
00CC2305PVQD0Z,55943,2023,00,CC
00BB2304WYDBOR,46002,2023,00,BB
00DD2311YMES09,16897,2023,00,DD
11AA23041EE74Z,60257,2023,11,AA
00BB2311K7SBQU,34098,2023,00,BB
00AA23020FDAS7,41788,2023,00,AA
11AA2308ZUZLLL,79908,2023,11,AA
00BB230439CDJK,41216,2023,00,BB
11AA23100RSP73,13665,2023,11,AA
00BB2309C1BTVO,59580,2023,00,BB
00CC23072JGFIO,20593,2023,00,CC
11AA2304XDTPTQ,75299,2023,11,AA
00DD2307GNQ6UR,93919,2023,00,DD
00CC23042R3X96,28004,2023,00,CC
00AA2303FEEPQM,27638,2023,00,AA
00CC2304ALR14G,80603,2023,00,CC
00BB230318RDMB,66238,2023,00,BB
00CC2302BRR5DU,67505,2023,00,CC
00CC2307SQH301,80113,2023,00,CC
11AA23071ICY8V,89776,2023,11,AA
00AA2304ZSF2QN,61463,2023,00,AA
00AA23011UX4IS,75899,2023,00,AA
11AA2306TNNZ4W,77401,2023,11,AA
00BB230351BPH7,38208,2023,00,BB
00CC2305F6RN6S,75076,2023,00,CC
00BB2309ZQ2LMO,23411,2023,00,BB
00CC2305XGXSAT,13579,2023,00,CC
00AA2302AT8GUH,64388,2023,00,AA
11AA2304Z32LGG,62410,2023,11,AA
11AA2305F41JMB,37766,2023,11,AA
11AA23059B8JWO,86434,2023,11,AA
00AA2311J8FRG3,00700,2023,00,AA
00BB2303D7ED0T,45175,2023,00,BB
11AA2304M2BXPT,66000,2023,11,AA
00AA23097VU8JI,04502,2023,00,AA
00AA23124MKYAA,64223,2023,00,AA
00AA2301KEX8Q1,25522,2023,00,AA
00CC23095IU8PG,07809,2023,00,CC
00AA2309I7HJLM,43114,2023,00,AA
00BB230386A7N5,15169,2023,00,BB
00CC2307JPDBOR,82836,2023,00,CC
00BB2302RZ64HL,39987,2023,00,BB
11AA23046PDWI1,78489,2023,11,AA
00AA2312UOT004,08750,2023,00,AA
11AA2311PZCZSQ,80947,2023,11,AA
00AA23110R19IM,09294,2023,00,AA
00CC2308VMZS30,68541,2023,00,CC
00DD2309H2AC6C,26207,2023,00,DD
00DD2307E4WC6V,85730,2023,00,DD
00DD2304S6SNZU,58525,2023,00,DD
00AA2305DVQRWN,62614,2023,00,AA
00CC2304PI8BHD,45563,2023,00,CC
00BB2303Q2149D,72359,2023,00,BB
00BB2311RBVAY2,40607,2023,00,BB
00DD2304TZXBLZ,78309,2023,00,DD
00BB2306B2UKHY,42424,2023,00,BB
00BB23084BM6R4,15676,2023,00,BB
11AA23076XIBTG,66169,2023,11,AA
11AA2304VP2GR5,61123,2023,11,AA
00CC2312BZI2LE,54160,2023,00,CC
11AA23069UF5D8,32796,2023,11,AA
00DD2311FBE517,61017,2023,00,DD
00DD230403VJW7,94780,2023,00,DD
00CC2304ZE4TL8,56894,2023,00,CC
00BB2304UV985K,91749,2023,00,BB
00AA2304FZKAMW,54688,2023,00,AA
00CC23124Z8S5G,83835,2023,00,CC
00CC2307X0GDN8,20655,2023,00,CC
11AA2312UZ4EXH,66940,2023,11,AA
00AA230254VIY7,36816,2023,00,AA
11AA2312QEGI93,16499,2023,11,AA
11AA2301NWY4HY,92521,2023,11,AA
00AA23055BP8H9,30958,2023,00,AA
00BB2312HLG8M1,31842,2023,00,BB
00AA23074ISHP1,00532,2023,00,AA
00BB23059ZTY3M,90086,2023,00,BB
00DD2305EU2PZJ,71109,2023,00,DD
00CC23058JPMEC,23164,2023,00,CC
00CC2311NC9WJM,50580,2023,00,CC
11AA2312K2QRIN,04646,2023,11,AA
00AA2309WRQUOC,96593,2023,00,AA
00AA2307DNL1L8,07108,2023,00,AA
11AA2304CY90PB,86687,2023,11,AA
00DD2304CYD5TR,14348,2023,00,DD
00AA23109UJ9T7,57167,2023,00,AA
00DD23099SUK9B,57719,2023,00,DD
11AA2307QVUUZO,62243,2023,11,AA
00BB23020FJ3WL,79688,2023,00,BB
00AA2306DWY9SC,21882,2023,00,AA
00BB230443X6Z4,06055,2023,00,BB
00CC2308SS9WPF,08883,2023,00,CC
00AA23062XA6QD,00187,2023,00,AA
00CC2309O3CR4Q,80675,2023,00,CC
00AA2312W8YOH3,56661,2023,00,AA
00AA2304NY1GH4,64120,2023,00,AA
00CC230360P9NG,10907,2023,00,CC
00CC2307UB8A6A,67780,2023,00,CC
00BB23018SF08K,67722,2023,00,BB
00BB2312HZ7L3E,57166,2023,00,BB
00CC2302CAWK00,89504,2023,00,CC
11AA2310CWP955,62257,2023,11,AA
00CC2310T62RMB,77829,2023,00,CC
00CC2306S6YF2B,96620,2023,00,CC
00BB23125PHMVN,20909,2023,00,BB
00CC23088EV2UP,15319,2023,00,CC
11AA2302JY50KE,06011,2023,11,AA
00AA2312EPNGL6,66014,2023,00,AA
00DD23057NPICR,50889,2023,00,DD
00BB2307P9F5GK,11135,2023,00,BB
00AA2306P5AGJT,14596,2023,00,AA
11AA2301I1J2PQ,63783,2023,11,AA
11AA2303STGN5I,61494,2023,11,AA
00BB2308CUOPE9,30848,2023,00,BB
00BB23110LUKG2,16063,2023,00,BB
00CC2311NU2CF6,44347,2023,00,CC
00AA230673Q779,77773,2023,00,AA
11AA230777T78S,16409,2023,11,AA
00CC2308NOUYMW,68581,2023,00,CC
00DD2310DPDCPX,14389,2023,00,DD
00BB2310HXH9Y7,86648,2023,00,BB
00BB2302BGYTAB,66775,2023,00,BB
00AA2307T9P9G1,34685,2023,00,AA
00CC230691NCWJ,08542,2023,00,CC
11AA2312CE8GMM,67960,2023,11,AA
11AA2310HQIHC8,79495,2023,11,AA
00BB2307M5PR6Q,20772,2023,00,BB
00CC2302E7QKYA,68243,2023,00,CC
00BB23032TFPH6,28595,2023,00,BB
11AA2307OE3E1S,12795,2023,11,AA
11AA2306QR3LM3,93973,2023,11,AA
00DD2307MWYCOF,81620,2023,00,DD
00DD2306HXDYX3,10031,2023,00,DD
00BB23087OPV4V,92768,2023,00,BB
00DD23079VXST8,37843,2023,00,DD
11AA23011H9KX9,06912,2023,11,AA
00AA2306SR7XT2,53212,2023,00,AA
00DD2304M23O07,71402,2023,00,DD
11AA2308Q7R1N4,60026,2023,11,AA
00BB2308GMKJSI,58400,2023,00,BB
11AA2311NX6SYS,16429,2023,11,AA
00DD2311OONVA5,52053,2023,00,DD
00BB2312YBOMVE,79993,2023,00,BB
00BB2305P7KLM0,46088,2023,00,BB
00AA2309BZTS5R,71112,2023,00,AA
11AA23037OGR3I,85005,2023,11,AA
11AA2312XVEDJC,68729,2023,11,AA
00BB2309E2IYJQ,77552,2023,00,BB
00BB2308P0ZSD8,20843,2023,00,BB
00AA23047AEXWN,69348,2023,00,AA
00CC2312B26HF9,12734,2023,00,CC
00AA23091TL76L,45511,2023,00,AA
00DD2306Q4JIKJ,02589,2023,00,DD
11AA2304VKM2TW,70949,2023,11,AA
00DD23077SXHED,57824,2023,00,DD
00AA2301OQ7UUQ,27936,2023,00,AA
00BB2306M5XK1P,02818,2023,00,BB
00BB2306WV4T31,41950,2023,00,BB
00BB23106FAA0Q,62673,2023,00,BB
00CC2306OT3EUJ,51413,2023,00,CC
11AA2306BT97XU,68009,2023,11,AA
00DD2310ICTG7Z,86112,2023,00,DD
00CC2306CRREFD,49068,2023,00,CC
00BB2308TS07AR,34072,2023,00,BB
11AA2308ZY8WYB,52087,2023,11,AA
00BB2303PV1NCU,27761,2023,00,BB
11AA2307YC11GT,75998,2023,11,AA
11AA2307JB1GV1,54754,2023,11,AA
00AA23012JY3OS,87816,2023,00,AA
00CC23032AM19O,94244,2023,00,CC
00AA2304UCK4JV,68494,2023,00,AA
00BB23075MCLA9,91600,2023,00,BB
00BB23122XZRZN,34311,2023,00,BB
00AA2304H12QZX,15792,2023,00,AA
00AA2304F7RVCQ,39877,2023,00,AA
00AA2306IITTK6,65089,2023,00,AA
00BB2311MPZNEO,91356,2023,00,BB
00CC2308Q4PHYN,89154,2023,00,CC
11AA2310EFW93L,28456,2023,11,AA
00AA2310V7NB6N,55508,2023,00,AA
11AA2301W62YMQ,71168,2023,11,AA
00DD23021Z3CT6,76981,2023,00,DD
00DD2305VXGOK0,24753,2023,00,DD
00CC23072QHX7P,67493,2023,00,CC
00BB2304MG0JOL,21274,2023,00,BB
00DD2308WEPJWZ,50092,2023,00,DD
00DD2301R4QBPK,52865,2023,00,DD
00AA230796N5VS,82232,2023,00,AA
00AA23116FPJDT,80642,2023,00,AA
00BB2310PM0F8Q,27339,2023,00,BB
00DD2302HEZ1V4,78683,2023,00,DD
00AA2311K44PK5,89031,2023,00,AA
00BB2303F67FC1,71394,2023,00,BB
00CC2307QS2HVL,54729,2023,00,CC
00CC23069F57M3,76607,2023,00,CC
00AA2304LNZX2Q,20076,2023,00,AA
00BB2303G4DZGP,92565,2023,00,BB
00AA2307Y517JT,92448,2023,00,AA
00CC2308SCP602,42844,2023,00,CC
00CC23048B8EMB,35924,2023,00,CC
11AA2305LKT1E5,24620,2023,11,AA
00BB2302LG4ESP,13295,2023,00,BB
00DD2302GMO1TW,01063,2023,00,DD
00DD2310URA7QL,37174,2023,00,DD
11AA2304H2NE29,93681,2023,11,AA
11AA2304XOV6AP,16981,2023,11,AA
00BB230377FN9F,63972,2023,00,BB
00BB2310DRZX1T,27282,2023,00,BB
00BB23025BDSGF,09033,2023,00,BB
00CC2304FQEB9P,60943,2023,00,CC
00CC2303L5EJVM,62454,2023,00,CC
11AA2311RMXVP3,39428,2023,11,AA
00CC2311JRPVET,77718,2023,00,CC
11AA230228ZGHR,94063,2023,11,AA
00BB2304KQKEPC,85423,2023,00,BB
00AA230723KYAA,50322,2023,00,AA
00AA2304VK4ZBZ,49820,2023,00,AA
11AA230179KZNU,95188,2023,11,AA
00DD2302KJIUXP,44499,2023,00,DD
00CC23090CW29M,85186,2023,00,CC
00CC231242GLIV,03603,2023,00,CC
11AA2307R1ERDC,89635,2023,11,AA
00AA23087D9V2S,33298,2023,00,AA
11AA2307VJMUGU,68903,2023,11,AA
00CC2305IX4YQF,88121,2023,00,CC
11AA23062EQYJM,51191,2023,11,AA
11AA2301S8PNLJ,74772,2023,11,AA
00BB2310CASG5G,04234,2023,00,BB
00CC230844RCYF,45156,2023,00,CC
00CC2304UPEDSF,48765,2023,00,CC
00DD2310C9CCP3,79808,2023,00,DD
00DD2309KV79QF,28465,2023,00,DD
00AA2302GF5EHO,12101,2023,00,AA
00BB231045HGID,76305,2023,00,BB
00BB2307B0Z028,82736,2023,00,BB
00DD2306OJEHSR,77104,2023,00,DD
00CC2304G1SOFA,21417,2023,00,CC
00AA2307HM6HG5,44113,2023,00,AA
00DD2310ADO471,05705,2023,00,DD
00BB2309KD0A3M,83659,2023,00,BB
00DD2311MNC0NG,31840,2023,00,DD
00BB2305K1J3WD,92309,2023,00,BB
11AA2308PTNS6H,52088,2023,11,AA
00BB2311RLRDHQ,51098,2023,00,BB
00AA2301VZ5TCV,52988,2023,00,AA
00DD2301NUJUEE,86822,2023,00,DD
00CC23094GTVSN,57409,2023,00,CC
00AA2307OU7B82,71216,2023,00,AA
00AA2302NDQMMO,76295,2023,00,AA
00BB23088RN2XP,71046,2023,00,BB
00CC2304S162OX,72103,2023,00,CC
00BB2305L6DZAE,08697,2023,00,BB
00DD23050D7SX6,90167,2023,00,DD
00AA2303WX4943,83516,2023,00,AA
00BB2302M1TNO9,92026,2023,00,BB
11AA2311HCE04D,00960,2023,11,AA
00DD2303G2NJK6,40125,2023,00,DD
11AA23020KATWU,88125,2023,11,AA
00CC2311ON24I0,66747,2023,00,CC
00AA2303QQ9UAS,30308,2023,00,AA
00BB230518F4P0,52895,2023,00,BB
00DD2303WJACKW,79602,2023,00,DD
00CC2303SP0G7Q,00684,2023,00,CC
00DD23070AGXIJ,69355,2023,00,DD
00AA2301WG2IE7,22112,2023,00,AA
00DD2306YH8Y1V,85947,2023,00,DD
00AA2308NR13ZG,85567,2023,00,AA
11AA2303FAAFUD,42863,2023,11,AA
00BB23092U9HI3,94500,2023,00,BB
00BB231047P6L9,59860,2023,00,BB
11AA2312I6JF11,87310,2023,11,AA
00BB2308YFW4NT,79650,2023,00,BB
00CC2308VE8TZB,69315,2023,00,CC
00AA2304D0C2AM,62150,2023,00,AA
00CC23115TOGD3,28227,2023,00,CC
00CC2309XNW637,60010,2023,00,CC
00CC2308LZBB78,95483,2023,00,CC
00AA2308BKX1QL,19622,2023,00,AA
00BB2305PTLI2U,67177,2023,00,BB
00BB2309QOZ9JB,38428,2023,00,BB
00BB2308C7IXAU,40270,2023,00,BB
00DD23050LVA2V,40933,2023,00,DD
00BB2307614DV5,53947,2023,00,BB
00DD2312SMZZK2,10761,2023,00,DD
00BB2305H1XHFA,46930,2023,00,BB
11AA2308BNFHBG,64380,2023,11,AA
00AA2303405OII,94496,2023,00,AA
00CC2310VZPBFS,22627,2023,00,CC
00BB23051J5M7F,75686,2023,00,BB
00AA2311EUEXJA,08964,2023,00,AA
00DD231215JPFG,53353,2023,00,DD
00DD2312FFERK0,74553,2023,00,DD
00BB2304VS58QL,14726,2023,00,BB
00CC23127JMZF4,96373,2023,00,CC
00AA2307HFG6DO,52949,2023,00,AA
00CC2307ATTOPX,52597,2023,00,CC
00BB2312GJ221K,24791,2023,00,BB
00CC2307EP8W7R,43091,2023,00,CC
00BB2301A762LZ,61540,2023,00,BB
00BB2303VDUXYS,73719,2023,00,BB
00CC2305NP4NG0,15169,2023,00,CC
00DD23038IBSUK,74462,2023,00,DD
00CC2307DTT3JM,47365,2023,00,CC
00AA2309MSXCLG,41374,2023,00,AA
00DD2307URX9UT,88754,2023,00,DD
00DD2312BUNN86,75765,2023,00,DD
00BB2312L55UD0,96229,2023,00,BB
00BB2303E9SFMG,37805,2023,00,BB
00BB2308WPYKYJ,20346,2023,00,BB
11AA2305DFGGHQ,56611,2023,11,AA
00AA2307MKMCBA,10982,2023,00,AA
11AA2309N9ZVN9,87845,2023,11,AA
00DD2307IHETHM,60803,2023,00,DD
11AA2307HTWLKZ,95272,2023,11,AA
11AA23100SLXO1,57902,2023,11,AA
00DD2304GXDUL4,66933,2023,00,DD
00DD2303SBDOF1,94132,2023,00,DD
00BB2306FSAEKF,42032,2023,00,BB
11AA2305D1DSLI,69530,2023,11,AA
00AA23075BT9N6,04430,2023,00,AA
00AA2307IFLUFL,40165,2023,00,AA
00BB2310LQJHZS,31528,2023,00,BB
11AA2308ZQXH4Y,20462,2023,11,AA
00DD2303K6BWFP,21530,2023,00,DD
00BB230929E0LF,36095,2023,00,BB
11AA2302V9A40Z,66252,2023,11,AA
00DD2307WY69WA,66894,2023,00,DD
11AA231100NCFM,07325,2023,11,AA
00AA23105M8ZBZ,77520,2023,00,AA
11AA2307ZVHNZ1,48005,2023,11,AA
00AA23073QCT6W,01327,2023,00,AA
11AA2310IDRLD4,86291,2023,11,AA
00DD2306280HDK,94513,2023,00,DD
11AA23036HSNY5,87537,2023,11,AA
11AA23120NLHNP,91011,2023,11,AA
00AA2306MPEAPD,94223,2023,00,AA
00BB2304OFXDCP,83314,2023,00,BB
11AA2310FZHD7C,63770,2023,11,AA
00DD2302NW6TPY,75774,2023,00,DD
00DD2306XWXV1Q,68856,2023,00,DD
11AA2305KFH2VG,57371,2023,11,AA
00BB2308SJLK8A,03120,2023,00,BB
00DD2312SYWIUI,07427,2023,00,DD
00BB231036SWHZ,04724,2023,00,BB
00BB2308FMGK3R,48396,2023,00,BB
00DD23061FRB2Z,06156,2023,00,DD
00BB2308CCZDCU,09768,2023,00,BB
00CC2303DGTQJW,14565,2023,00,CC
00BB23056YY3KN,44030,2023,00,BB
00CC23092WAW98,45775,2023,00,CC
11AA2303D2AX5P,65221,2023,11,AA
11AA2308TQKFLC,06921,2023,11,AA
00DD2310UFLB1K,63537,2023,00,DD
00AA2307E01YP7,96689,2023,00,AA
11AA2309MH5D3V,92919,2023,11,AA
11AA2307MVYLRH,12690,2023,11,AA
00AA2305L8LZQP,29073,2023,00,AA
00AA2308B3MKU7,79429,2023,00,AA
00BB2307ADHLJT,94888,2023,00,BB
00DD2301R5R10C,36146,2023,00,DD
11AA2308OHSV3M,84295,2023,11,AA
00AA2305SA1QAJ,11158,2023,00,AA
00DD2310T43YC0,68449,2023,00,DD
00AA2306OCA67O,68833,2023,00,AA
00AA2307S1RIMN,39559,2023,00,AA
11AA2305BDTKS6,42838,2023,11,AA
11AA230131PI6P,59001,2023,11,AA
00BB2305LAPFON,49256,2023,00,BB
11AA2308HTBX7U,81184,2023,11,AA
11AA2306TD5TAK,36803,2023,11,AA
00CC2304W7RGDB,54538,2023,00,CC
00AA23114GI7GP,90395,2023,00,AA
00AA23054LSSD9,00236,2023,00,AA
00DD2305BMLIDY,22928,2023,00,DD
00DD2305P16L27,56996,2023,00,DD
11AA2308UT7TX3,53984,2023,11,AA
11AA2302QV1IG9,02847,2023,11,AA
00BB2311D6T52Z,24691,2023,00,BB
00DD2311T1PNM4,05703,2023,00,DD
11AA2304S456KR,77351,2023,11,AA
00AA2304RRP8FF,29016,2023,00,AA
00BB2305OF2UR3,91920,2023,00,BB
00CC23060P9H5S,39962,2023,00,CC
00BB2309U34TRG,72726,2023,00,BB
00AA2305S4NE4N,34087,2023,00,AA
00DD2302BU7KJV,22062,2023,00,DD
00AA2302ZE0FC0,77426,2023,00,AA
11AA230507DHNM,19555,2023,11,AA
11AA2305ZWNTQ9,79181,2023,11,AA
00DD23119R5MY4,48369,2023,00,DD
00DD23114JZY49,63749,2023,00,DD
00AA2304F0O9FQ,04904,2023,00,AA
00BB2302A5OPNY,36584,2023,00,BB
00CC2306QG6959,43495,2023,00,CC
00AA230174DGPL,09130,2023,00,AA
00DD2302TMP7IC,24071,2023,00,DD
00BB23070EM31A,09138,2023,00,BB
11AA230276APNV,91610,2023,11,AA
11AA2307FTK3T0,55129,2023,11,AA
00AA2310K2V7S3,36825,2023,00,AA
00AA2307SX24US,18282,2023,00,AA
00CC2307Y5ZWTU,92190,2023,00,CC
00AA2307Z4GKAR,34623,2023,00,AA
00DD2304H8QYUB,65273,2023,00,DD
00BB23033265ZW,68759,2023,00,BB
00BB2306EVDZ06,36418,2023,00,BB
00CC23029NX8T8,66575,2023,00,CC
00AA2307S3Y7P3,40534,2023,00,AA
00CC2305ZZAFL9,42112,2023,00,CC
00DD23031XY0OU,78269,2023,00,DD
00DD2307GUZU62,51018,2023,00,DD
00DD2308VV48AF,26040,2023,00,DD
00AA23059K3LXS,85207,2023,00,AA
11AA2307NMC7ON,49838,2023,11,AA
00CC2301B63LPY,09168,2023,00,CC
00DD2310EOWF6S,83133,2023,00,DD
00DD2303C47IZL,41448,2023,00,DD
11AA231014PZ29,09504,2023,11,AA
00DD23128VDAMN,72675,2023,00,DD
11AA2304DJLGRT,49713,2023,11,AA
00DD231194ZFJY,12043,2023,00,DD
00CC2307VU373B,79498,2023,00,CC
00BB2306UW07G5,01189,2023,00,BB
00DD2312G0FBTD,05417,2023,00,DD
11AA2307FML192,18050,2023,11,AA
11AA230773MG0J,43947,2023,11,AA
00CC2302K4RSTO,90857,2023,00,CC
00CC2306FYAUX7,63030,2023,00,CC
11AA2303YLLGA6,48460,2023,11,AA
00BB2311E7LLRH,89855,2023,00,BB
00AA2305K0L27W,57836,2023,00,AA
00DD2308IEIVGQ,09292,2023,00,DD
00BB23063BQA3C,80888,2023,00,BB
00BB23114B7C4I,37744,2023,00,BB
00BB2306TKVK2K,71191,2023,00,BB
00DD2308DJS37W,92884,2023,00,DD
00CC23127HUIJ1,60437,2023,00,CC
00AA230628651M,58519,2023,00,AA
00CC2302FQ0UDI,12844,2023,00,CC
00AA23031LD1G6,55520,2023,00,AA
11AA23126O06LJ,29335,2023,11,AA
00CC230210Q88U,50557,2023,00,CC
11AA2304KGRODO,15897,2023,11,AA
00AA2309JS95TM,83801,2023,00,AA
11AA2306UMWCNA,82944,2023,11,AA
00CC23084HPDML,49858,2023,00,CC
00BB2301UIHLJI,83094,2023,00,BB
11AA2308XKFX3G,59469,2023,11,AA
00BB2310ACVX0C,63559,2023,00,BB
00AA2305OOL56R,69816,2023,00,AA
00DD2304B0U975,78792,2023,00,DD
00AA23054OKJN3,32154,2023,00,AA
00BB23030J7NYG,15925,2023,00,BB
00BB23060IWA9J,38462,2023,00,BB
11AA2311S89TPE,96399,2023,11,AA
11AA2302015P3K,04952,2023,11,AA
00CC2308TUXLNB,88663,2023,00,CC
00CC23042CICWL,57522,2023,00,CC
00AA2307RS36IA,02543,2023,00,AA
00CC2305QASSOX,35442,2023,00,CC
00DD2304N0LLUE,96024,2023,00,DD
00CC2309Z5D6CK,32072,2023,00,CC
00AA2305VDYWK2,36074,2023,00,AA
00BB23010T4XLR,12307,2023,00,BB
00BB23027D6J38,82379,2023,00,BB
00AA230880TZG6,32289,2023,00,AA
00DD2308ALM6ET,19522,2023,00,DD
00AA2301AUMNJS,50613,2023,00,AA
00AA2303OVVAK6,78994,2023,00,AA
00BB2312OMRAND,27425,2023,00,BB
00CC2303YQM0AA,17894,2023,00,CC
11AA2311ZUQZE3,02519,2023,11,AA
11AA2306TEH9VN,25500,2023,11,AA
11AA23085LHXP3,95692,2023,11,AA
00DD2305KP1PZ9,09170,2023,00,DD
11AA2307VUMF00,60460,2023,11,AA
00CC2310DF3PFK,91023,2023,00,CC
11AA2302H4W6ZK,93806,2023,11,AA
00DD2312MDJXAW,89452,2023,00,DD
00AA23034M9U0F,24177,2023,00,AA
00DD23014HB1OS,46080,2023,00,DD
00BB2312ZSDVN8,30232,2023,00,BB
11AA2307R1HJYN,89925,2023,11,AA
00BB2305HJK0EM,64703,2023,00,BB
00CC2304X8O3UF,03101,2023,00,CC
00DD2308K2U1G6,42302,2023,00,DD
11AA2311N10S0N,96643,2023,11,AA
00DD2312Y0IPQO,63418,2023,00,DD
00CC2303EG72H3,74760,2023,00,CC
00AA2311ET9EZL,21421,2023,00,AA
00DD2306H6T5QU,40555,2023,00,DD
00BB23068MBXZS,78835,2023,00,BB
00BB23020E47W6,56835,2023,00,BB
00DD2306IHXSLM,29720,2023,00,DD
11AA2305919X56,28906,2023,11,AA
00BB23021GRIST,37950,2023,00,BB
00DD23019FI9MM,53130,2023,00,DD
00DD2312Q8TOGH,49992,2023,00,DD
00AA2312I5T94B,66930,2023,00,AA
11AA2302TYLYED,83970,2023,11,AA
00DD2301AE77XW,54827,2023,00,DD
00AA23064M9KJ4,72311,2023,00,AA
00DD2306ZTD8S7,21593,2023,00,DD
11AA2312TQHIPQ,96307,2023,11,AA
00DD23028ZMLV8,76182,2023,00,DD
00AA231117JD8C,75494,2023,00,AA
00BB23093IPTL4,85502,2023,00,BB
00CC2301FL00JG,82268,2023,00,CC
11AA23082GS4S0,09167,2023,11,AA
00BB2307GSDQTC,70338,2023,00,BB
00AA2301A5KKVH,62944,2023,00,AA
00BB2304UJBC8M,61546,2023,00,BB
00CC23086W4BF9,66676,2023,00,CC
11AA23081VSCXV,79286,2023,11,AA
00DD2305LUJCCH,05277,2023,00,DD
00CC230257OJC9,77117,2023,00,CC
00AA23106ORGIQ,67640,2023,00,AA
00CC2308DXT73I,48899,2023,00,CC
00DD2308VL94IE,30652,2023,00,DD
00DD2311ZUQEYR,43129,2023,00,DD
00DD2304VY4IQE,85457,2023,00,DD
11AA2302MKMQFJ,49986,2023,11,AA
00DD2301YZMTKS,33473,2023,00,DD
00BB2306I1JOK5,04047,2023,00,BB
11AA2307J3ODVZ,33471,2023,11,AA
11AA23073TABUB,43026,2023,11,AA
00AA2312KFBL5C,57298,2023,00,AA
00BB23094L2H32,28091,2023,00,BB
00AA2305DDQ2QO,28437,2023,00,AA
00BB2309A06DE2,00578,2023,00,BB
00BB2301EYWF0K,89609,2023,00,BB
00BB23026TG1WY,14114,2023,00,BB
00AA23023CHDQZ,02435,2023,00,AA
11AA230979GPN5,02043,2023,11,AA
00CC23046ASSM8,00996,2023,00,CC
00BB23064ZFUT3,53905,2023,00,BB
00BB2310G4JNDP,75524,2023,00,BB
00BB2301A0LTYF,62636,2023,00,BB
00AA2301H5PE4I,66356,2023,00,AA
00BB2308YYE4A7,67892,2023,00,BB
00AA2308OG9Q4D,61746,2023,00,AA
00CC2304MSW543,14749,2023,00,CC
00DD2307UFG4NF,13261,2023,00,DD
00AA2309L3VBCL,79861,2023,00,AA
00BB2310X36WE0,75655,2023,00,BB
00CC2310I59WXR,94640,2023,00,CC
00AA2311VO1RZC,09817,2023,00,AA
00CC2305MSF63J,54954,2023,00,CC
00CC2307S9PWJC,17962,2023,00,CC
11AA2306TOKZNK,25224,2023,11,AA
00CC2312UWV69U,64840,2023,00,CC
00BB2306MAY443,88720,2023,00,BB
00CC23086JYBTR,70952,2023,00,CC
00AA2305TOSW6H,34912,2023,00,AA
00AA2312DIPQXQ,25600,2023,00,AA
00DD2302P6K9KX,13171,2023,00,DD
00DD2307QYT63L,75339,2023,00,DD
00AA230316E78M,87193,2023,00,AA
00BB2309XCH446,79558,2023,00,BB
00AA230936HTLU,23653,2023,00,AA
00AA23039WMSOH,44389,2023,00,AA
00BB2306WOQC1B,83073,2023,00,BB
00BB2303O2QL95,31126,2023,00,BB
00DD2312FG9B3O,94422,2023,00,DD
11AA23066IHPHR,88612,2023,11,AA
00CC23041JUKMJ,18628,2023,00,CC
00BB2312YR0NFQ,74338,2023,00,BB
00DD2311SN0CPA,40218,2023,00,DD
00AA2304TH2PB8,72886,2023,00,AA
00DD2305VVMXOC,90541,2023,00,DD
00CC2303FTVLKU,94905,2023,00,CC
00BB23055XD9IC,25330,2023,00,BB
11AA2305SIC854,78682,2023,11,AA
00CC23097P2NHL,92940,2023,00,CC
11AA2312X7MMPI,29503,2023,11,AA
11AA23061HQZER,93212,2023,11,AA
11AA2307P7RONK,81201,2023,11,AA
00DD2301HMMWU1,08298,2023,00,DD
11AA2306V5YDFU,23556,2023,11,AA
00CC2301K0O43C,14681,2023,00,CC
00AA2312BN3BJ1,36692,2023,00,AA
00DD23092ZDF88,25356,2023,00,DD
00DD2304PW1YPL,56635,2023,00,DD
00DD2302H8N6CI,75599,2023,00,DD
11AA2311QBZ5N6,76771,2023,11,AA
00CC23015OTPBU,76792,2023,00,CC
00AA231292Z94X,49323,2023,00,AA
00DD2311KNXXG3,09834,2023,00,DD
00BB2307YV4F7K,75272,2023,00,BB
00AA2303OXG8JH,80584,2023,00,AA
00AA2310L2ZELO,02183,2023,00,AA
00CC2312Y0S4LP,07433,2023,00,CC
00DD23062J94GW,06302,2023,00,DD
11AA23010N7P3O,53543,2023,11,AA
11AA2304EYI8LB,73342,2023,11,AA
00DD2309GVGD9W,19579,2023,00,DD
11AA2304TZVK93,68400,2023,11,AA
00DD230276T620,83246,2023,00,DD
00BB2307IEZV5I,56931,2023,00,BB
